Relative path to structure,Relative path to metrics (JSON/log),Modelling software,Entry title,Entry description,Entry short name,pTM (optional)
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase.pdb,ESMFold,nucleotide pyrophosphohydrolase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0055,0.799
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0056_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0056_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0056,0.418
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0057_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0057_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Ras-related protein Rab-1A ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0057,0.497
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0058_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0058_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0058,0.392
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0059_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0059_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0059,0.858
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0060_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0060_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0060,0.386
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0061_ESMFold_nascent_polypeptide-associated_complex_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0061_ESMFold_nascent_polypeptide-associated_complex_protein.pdb,ESMFold,nascent polypeptide-associated complex protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0061,0.295
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0062_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0062_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: tRNA-guanine(15) transglycosylase ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0062,0.881
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0063_ESMFold_proteasome-activating_nucleotidase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0063_ESMFold_proteasome-activating_nucleotidase.pdb,ESMFold,proteasome-activating nucleotidase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0063,0.733
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0064_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0064_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Protein-L-isoaspartate O-methyltransferase ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0064,0.744
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0065_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0065_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0065,0.601
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0066_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0066_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: The cryo-EM structure of human TFIIH ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0066,0.546
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0067_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0067_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Ras-related GTP-binding protein A ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0067,0.851
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0068_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0068_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Crystal structure of Ard1 N-terminal acetyltransferase from Sulfolobus solfataricus bound to CoA ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0068,0.708
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0069_ESMFold_4-phosphopantoate--beta-alanine_ligase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0069_ESMFold_4-phosphopantoate--beta-alanine_ligase.pdb,ESMFold,4-phosphopantoate--beta-alanine ligase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0069,0.892
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0070_ESMFold_peptide_chain_release_factor_aRF-1.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0070_ESMFold_peptide_chain_release_factor_aRF-1.pdb,ESMFold,peptide chain release factor aRF-1,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0070,0.761
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0071_ESMFold_pantoate_kinase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0071_ESMFold_pantoate_kinase.pdb,ESMFold,pantoate kinase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0071,0.95
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0072_ESMFold_UMP_kinase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0072_ESMFold_UMP_kinase.pdb,ESMFold,UMP kinase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0072,0.9
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0073_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0073_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0073,0.716
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0074_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0074_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0074,0.394
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0075_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0075_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0075,0.825
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0076_ESMFold_inosine-xanthosine_triphosphatase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0076_ESMFold_inosine-xanthosine_triphosphatase.pdb,ESMFold,inosine-xanthosine triphosphatase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0076,0.882
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0077_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0077_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Ras-related protein Rab-43 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0077,0.901
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0078_ESMFold_phosphoadenosine_phosphosulfate_reductase_family_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0078_ESMFold_phosphoadenosine_phosphosulfate_reductase_family_protein.pdb,ESMFold,phosphoadenosine phosphosulfate reductase family protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0078,0.829
